iteration : 19, ce : 0.5769206613302231, total_loss : 0.5769206613302231, time : 88
iteration : 6819, ce : 0.15771801434457303, total_loss : 0.15771801434457303, time : 49
iteration : 6839, ce : 0.17564622685313225, total_loss : 0.17564622685313225, time : 49
iteration : 6859, ce : 0.1795088518410921, total_loss : 0.1795088518410921, time : 49
iteration : 6879, ce : 0.18294282145798207, total_loss : 0.18294282145798207, time : 49
iteration : 6899, ce : 0.1541426945477724, total_loss : 0.1541426945477724, time : 49
iteration : 6919, ce : 0.17163870260119438, total_loss : 0.17163870260119438, time : 49
iteration : 6939, ce : 0.1549453880637884, total_loss : 0.1549453880637884, time : 49
iteration : 6959, ce : 0.18141988329589367, total_loss : 0.18141988329589367, time : 49
iteration : 6979, ce : 0.18028549253940582, total_loss : 0.18028549253940582, time : 49
iteration : 6999, ce : 0.1704616453498602, total_loss : 0.1704616453498602, time : 49
iteration : 7019, ce : 0.17809359319508075, total_loss : 0.17809359319508075, time : 49
iteration : 7039, ce : 0.16463958472013474, total_loss : 0.16463958472013474, time : 49
iteration : 7059, ce : 0.18368225917220116, total_loss : 0.18368225917220116, time : 49
iteration : 7079, ce : 0.17547134608030318, total_loss : 0.17547134608030318, time : 49
iteration : 7099, ce : 0.13710674792528152, total_loss : 0.13710674792528152, time : 49
iteration : 7119, ce : 0.1906036026775837, total_loss : 0.1906036026775837, time : 49
iteration : 7139, ce : 0.16546896435320377, total_loss : 0.16546896435320377, time : 49
iteration : 7159, ce : 0.13991488050669432, total_loss : 0.13991488050669432, time : 49
iteration : 7179, ce : 0.15416153762489557, total_loss : 0.15416153762489557, time : 49
iteration : 7199, ce : 0.1734470073133707, total_loss : 0.1734470073133707, time : 49
iteration : 7219, ce : 0.1538940178230405, total_loss : 0.1538940178230405, time : 49
iteration : 7239, ce : 0.14418017566204072, total_loss : 0.14418017566204072, time : 49
iteration : 7259, ce : 0.17664753198623656, total_loss : 0.17664753198623656, time : 49
iteration : 7279, ce : 0.1838900562375784, total_loss : 0.1838900562375784, time : 49
iteration : 7299, ce : 0.1693903848528862, total_loss : 0.1693903848528862, time : 49
iteration : 7319, ce : 0.16007518880069255, total_loss : 0.16007518880069255, time : 49
iteration : 7339, ce : 0.15645234547555448, total_loss : 0.15645234547555448, time : 49
iteration : 7359, ce : 0.16894149016588927, total_loss : 0.16894149016588927, time : 49
iteration : 7379, ce : 0.16566487401723862, total_loss : 0.16566487401723862, time : 50
iteration : 7399, ce : 0.1704520657658577, total_loss : 0.1704520657658577, time : 49
iteration : 7419, ce : 0.16969638988375663, total_loss : 0.16969638988375663, time : 49
iteration : 7439, ce : 0.17330109514296055, total_loss : 0.17330109514296055, time : 49
iteration : 7459, ce : 0.1620269414037466, total_loss : 0.1620269414037466, time : 49
iteration : 7479, ce : 0.1950130272656679, total_loss : 0.1950130272656679, time : 49
iteration : 7499, ce : 0.17358464673161506, total_loss : 0.17358464673161506, time : 49
iteration : 7519, ce : 0.1611267328262329, total_loss : 0.1611267328262329, time : 49
iteration : 7539, ce : 0.1737412393093109, total_loss : 0.1737412393093109, time : 49
iteration : 7559, ce : 0.15439975801855327, total_loss : 0.15439975801855327, time : 49
iteration : 7579, ce : 0.15946478322148322, total_loss : 0.15946478322148322, time : 49
iteration : 7599, ce : 0.1724014088511467, total_loss : 0.1724014088511467, time : 49
iteration : 7619, ce : 0.16800592467188835, total_loss : 0.16800592467188835, time : 49
iteration : 7639, ce : 0.1866282470524311, total_loss : 0.1866282470524311, time : 49
iteration : 7659, ce : 0.17021176554262638, total_loss : 0.17021176554262638, time : 49
iteration : 7679, ce : 0.1664093840867281, total_loss : 0.1664093840867281, time : 49
iteration : 7699, ce : 0.17233782410621643, total_loss : 0.17233782410621643, time : 49
iteration : 7719, ce : 0.17458848021924495, total_loss : 0.17458848021924495, time : 49
iteration : 7739, ce : 0.14113618843257428, total_loss : 0.14113618843257428, time : 49
iteration : 7759, ce : 0.12948136255145073, total_loss : 0.12948136255145073, time : 49
iteration : 7779, ce : 0.16292356215417386, total_loss : 0.16292356215417386, time : 49
iteration : 7799, ce : 0.16568114273250104, total_loss : 0.16568114273250104, time : 49
iteration : 7819, ce : 0.15719804912805557, total_loss : 0.15719804912805557, time : 95
iteration : 7839, ce : 0.1869267575442791, total_loss : 0.1869267575442791, time : 49
iteration : 7859, ce : 0.18227566108107568, total_loss : 0.18227566108107568, time : 52
iteration : 7879, ce : 0.16324545294046403, total_loss : 0.16324545294046403, time : 52
iteration : 7899, ce : 0.1741848077625036, total_loss : 0.1741848077625036, time : 51
iteration : 7919, ce : 0.15683097392320633, total_loss : 0.15683097392320633, time : 50
iteration : 7939, ce : 0.1590589474886656, total_loss : 0.1590589474886656, time : 50
iteration : 7959, ce : 0.15786232352256774, total_loss : 0.15786232352256774, time : 50
iteration : 7979, ce : 0.16625423170626163, total_loss : 0.16625423170626163, time : 49
iteration : 7999, ce : 0.161911429092288, total_loss : 0.161911429092288, time : 49
iteration : 8019, ce : 0.15864186119288207, total_loss : 0.15864186119288207, time : 49
iteration : 8039, ce : 0.17326094396412373, total_loss : 0.17326094396412373, time : 49
iteration : 8059, ce : 0.16943249553442002, total_loss : 0.16943249553442002, time : 49
iteration : 8079, ce : 0.14939690120518206, total_loss : 0.14939690120518206, time : 49
iteration : 8099, ce : 0.1558504167944193, total_loss : 0.1558504167944193, time : 49
iteration : 8119, ce : 0.17394524905830622, total_loss : 0.17394524905830622, time : 49
iteration : 8139, ce : 0.17727019302546979, total_loss : 0.17727019302546979, time : 50
iteration : 8159, ce : 0.1392320316284895, total_loss : 0.1392320316284895, time : 65
iteration : 8179, ce : 0.15888337269425393, total_loss : 0.15888337269425393, time : 52
iteration : 8199, ce : 0.14547210112214087, total_loss : 0.14547210112214087, time : 51
iteration : 8219, ce : 0.1572606498375535, total_loss : 0.1572606498375535, time : 50
iteration : 8239, ce : 0.1503339745104313, total_loss : 0.1503339745104313, time : 50
iteration : 8259, ce : 0.1815340718254447, total_loss : 0.1815340718254447, time : 49
iteration : 8279, ce : 0.16200907081365584, total_loss : 0.16200907081365584, time : 49
iteration : 8299, ce : 0.1684956109151244, total_loss : 0.1684956109151244, time : 51
iteration : 8319, ce : 0.16341781467199326, total_loss : 0.16341781467199326, time : 50
iteration : 8339, ce : 0.1742781288921833, total_loss : 0.1742781288921833, time : 49
iteration : 8359, ce : 0.14550560228526593, total_loss : 0.14550560228526593, time : 49
iteration : 8379, ce : 0.153554592654109, total_loss : 0.153554592654109, time : 49
iteration : 8399, ce : 0.16542835533618927, total_loss : 0.16542835533618927, time : 49
iteration : 8419, ce : 0.1787090964615345, total_loss : 0.1787090964615345, time : 49
iteration : 8439, ce : 0.15417200438678264, total_loss : 0.15417200438678264, time : 49
iteration : 8459, ce : 0.17744802162051201, total_loss : 0.17744802162051201, time : 49
iteration : 8479, ce : 0.17467281669378282, total_loss : 0.17467281669378282, time : 49
iteration : 8499, ce : 0.15555741898715497, total_loss : 0.15555741898715497, time : 49
iteration : 8519, ce : 0.15160948392003776, total_loss : 0.15160948392003776, time : 49
iteration : 8539, ce : 0.16209258772432805, total_loss : 0.16209258772432805, time : 49
